2022-11-21 13:28:53,445 INFO    StreamThr :901871 [internal.py:wandb_internal():88] W&B internal server running at pid: 901871, started at: 2022-11-21 13:28:53.444557
2022-11-21 13:28:53,449 DEBUG   HandlerThread:901871 [handler.py:handle_request():139] handle_request: status
2022-11-21 13:28:53,449 DEBUG   SenderThread:901871 [sender.py:send_request():317] send_request: status
2022-11-21 13:28:53,451 DEBUG   SenderThread:901871 [sender.py:send():303] send: header
2022-11-21 13:28:53,451 INFO    WriterThread:901871 [datastore.py:open_for_write():75] open: /home/rustem/mlops/MLOPS/MLOps_test_source/MLOps_test_v1/outputs/2022-11-21/13-28-51/wandb/run-20221121_132853-2xqb630y/run-2xqb630y.wandb
2022-11-21 13:28:53,474 DEBUG   SenderThread:901871 [sender.py:send():303] send: run
2022-11-21 13:28:53,476 INFO    SenderThread:901871 [sender.py:_maybe_setup_resume():593] checking resume status for shaimarus/MLOps Basics/2xqb630y
2022-11-21 13:28:53,679 DEBUG   HandlerThread:901871 [handler.py:handle_request():139] handle_request: check_version
2022-11-21 13:28:53,680 INFO    SenderThread:901871 [dir_watcher.py:__init__():216] watching files in: /home/rustem/mlops/MLOPS/MLOps_test_source/MLOps_test_v1/outputs/2022-11-21/13-28-51/wandb/run-20221121_132853-2xqb630y/files
2022-11-21 13:28:53,680 INFO    SenderThread:901871 [sender.py:_start_run_threads():928] run started: 2xqb630y with start time 1669037333.443913
2022-11-21 13:28:53,680 DEBUG   SenderThread:901871 [sender.py:send():303] send: summary
2022-11-21 13:28:53,680 INFO    SenderThread:901871 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-11-21 13:28:53,680 DEBUG   SenderThread:901871 [sender.py:send_request():317] send_request: check_version
2022-11-21 13:28:53,754 DEBUG   HandlerThread:901871 [handler.py:handle_request():139] handle_request: run_start
2022-11-21 13:28:53,755 DEBUG   HandlerThread:901871 [system_info.py:__init__():31] System info init
2022-11-21 13:28:53,755 DEBUG   HandlerThread:901871 [system_info.py:__init__():46] System info init done
2022-11-21 13:28:53,756 INFO    HandlerThread:901871 [system_monitor.py:start():150] Starting system monitor
2022-11-21 13:28:53,756 INFO    SystemMonitor:901871 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-11-21 13:28:53,756 INFO    HandlerThread:901871 [system_monitor.py:probe():168] Collecting system info
2022-11-21 13:28:53,757 DEBUG   HandlerThread:901871 [system_info.py:probe():195] Probing system
2022-11-21 13:28:53,760 INFO    SystemMonitor:901871 [interfaces.py:start():168] Started cpu
2022-11-21 13:28:53,761 INFO    SystemMonitor:901871 [interfaces.py:start():168] Started disk
2022-11-21 13:28:53,761 INFO    SystemMonitor:901871 [interfaces.py:start():168] Started memory
2022-11-21 13:28:53,762 DEBUG   HandlerThread:901871 [system_info.py:_probe_git():180] Probing git
2022-11-21 13:28:53,767 INFO    SystemMonitor:901871 [interfaces.py:start():168] Started network
2022-11-21 13:28:53,774 DEBUG   HandlerThread:901871 [system_info.py:_probe_git():188] Probing git done
2022-11-21 13:28:53,774 DEBUG   HandlerThread:901871 [system_info.py:probe():241] Probing system done
