2022-11-21 13:05:59,658 INFO    StreamThr :897796 [internal.py:wandb_internal():88] W&B internal server running at pid: 897796, started at: 2022-11-21 13:05:59.657295
2022-11-21 13:05:59,663 DEBUG   HandlerThread:897796 [handler.py:handle_request():139] handle_request: status
2022-11-21 13:05:59,663 DEBUG   SenderThread:897796 [sender.py:send_request():317] send_request: status
2022-11-21 13:05:59,664 DEBUG   SenderThread:897796 [sender.py:send():303] send: header
2022-11-21 13:05:59,665 INFO    WriterThread:897796 [datastore.py:open_for_write():75] open: /home/rustem/mlops/MLOPS/MLOps_test_source/MLOps_test_v1/outputs/2022-11-21/13-05-57/wandb/run-20221121_130559-1jc01wok/run-1jc01wok.wandb
2022-11-21 13:05:59,685 DEBUG   SenderThread:897796 [sender.py:send():303] send: run
2022-11-21 13:05:59,687 INFO    SenderThread:897796 [sender.py:_maybe_setup_resume():593] checking resume status for shaimarus/MLOps Basics/1jc01wok
2022-11-21 13:05:59,890 DEBUG   HandlerThread:897796 [handler.py:handle_request():139] handle_request: check_version
2022-11-21 13:05:59,894 INFO    SenderThread:897796 [dir_watcher.py:__init__():216] watching files in: /home/rustem/mlops/MLOPS/MLOps_test_source/MLOps_test_v1/outputs/2022-11-21/13-05-57/wandb/run-20221121_130559-1jc01wok/files
2022-11-21 13:05:59,894 INFO    SenderThread:897796 [sender.py:_start_run_threads():928] run started: 1jc01wok with start time 1669035959.656618
2022-11-21 13:05:59,894 DEBUG   SenderThread:897796 [sender.py:send():303] send: summary
2022-11-21 13:05:59,894 INFO    SenderThread:897796 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-11-21 13:05:59,894 DEBUG   SenderThread:897796 [sender.py:send_request():317] send_request: check_version
2022-11-21 13:05:59,970 DEBUG   HandlerThread:897796 [handler.py:handle_request():139] handle_request: run_start
2022-11-21 13:05:59,971 DEBUG   HandlerThread:897796 [system_info.py:__init__():31] System info init
2022-11-21 13:05:59,971 DEBUG   HandlerThread:897796 [system_info.py:__init__():46] System info init done
2022-11-21 13:05:59,971 INFO    HandlerThread:897796 [system_monitor.py:start():150] Starting system monitor
2022-11-21 13:05:59,972 INFO    SystemMonitor:897796 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-11-21 13:05:59,972 INFO    HandlerThread:897796 [system_monitor.py:probe():168] Collecting system info
2022-11-21 13:05:59,973 DEBUG   HandlerThread:897796 [system_info.py:probe():195] Probing system
2022-11-21 13:05:59,976 INFO    SystemMonitor:897796 [interfaces.py:start():168] Started cpu
2022-11-21 13:05:59,977 INFO    SystemMonitor:897796 [interfaces.py:start():168] Started disk
2022-11-21 13:05:59,977 INFO    SystemMonitor:897796 [interfaces.py:start():168] Started memory
2022-11-21 13:05:59,978 INFO    SystemMonitor:897796 [interfaces.py:start():168] Started network
2022-11-21 13:05:59,979 DEBUG   HandlerThread:897796 [system_info.py:_probe_git():180] Probing git
2022-11-21 13:05:59,989 DEBUG   HandlerThread:897796 [system_info.py:_probe_git():188] Probing git done
2022-11-21 13:05:59,990 DEBUG   HandlerThread:897796 [system_info.py:probe():241] Probing system done
2022-11-21 13:05:59,990 DEBUG   HandlerThread:897796 [system_monitor.py:probe():177] {'os': 'Linux-5.15.0-1019-aws-x86_64-with-glibc2.31', 'python': '3.9.12', 'heartbeatAt': '2022-11-21T13:05:59.973483', 'startedAt': '2022-11-21T13:05:59.643933', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/rustem/mlops/MLOPS/MLOps_test_source/MLOps_test_v1/train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/shaimarus/mlops_test.git', 'commit': '5e9dbc32cde6a0b1a21fb62a97382f70616a2f2c'}, 'email': 'shaimarus@gmail.com', 'root': '/home/rustem/mlops/MLOPS/MLOps_test_source/MLOps_test_v1', 'host': 'ip-172-40-25-123', 'username': 'rustem', 'executable': '/home/rustem/mlops/MLOPS/MLOps_test_source/mlops_test/bin/python', 'cpu_count': 1, 'cpu_count_logical': 2, 'cpu_freq': {'current': 2500.004, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2500.004, 'min': 0.0, 'max': 0.0}, {'current': 2500.004, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 96.73210144042969, 'used': 33.20183563232422}, 'memory': {'total': 7.664058685302734}}
2022-11-21 13:05:59,990 INFO    HandlerThread:897796 [system_monitor.py:probe():178] Finished collecting system info
2022-11-21 13:05:59,990 INFO    HandlerThread:897796 [system_monitor.py:probe():181] Publishing system info
2022-11-21 13:05:59,990 DEBUG   HandlerThread:897796 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2022-11-21 13:05:59,990 DEBUG   HandlerThread:897796 [system_info.py:_save_pip():67] Saving pip packages done
2022-11-21 13:05:59,991 INFO    HandlerThread:897796 [system_monitor.py:probe():183] Finished publishing system info
2022-11-21 13:06:00,102 DEBUG   SenderThread:897796 [sender.py:send():303] send: files
2022-11-21 13:06:00,103 INFO    SenderThread:897796 [sender.py:_save_file():1171] saving file wandb-metadata.json with policy now
2022-11-21 13:06:00,111 DEBUG   HandlerThread:897796 [handler.py:handle_request():139] handle_request: stop_status
2022-11-21 13:06:00,111 DEBUG   SenderThread:897796 [sender.py:send_request():317] send_request: stop_status
2022-11-21 13:06:00,175 DEBUG   SenderThread:897796 [sender.py:send():303] send: telemetry
2022-11-21 13:06:00,177 DEBUG   SenderThread:897796 [sender.py:send():303] send: metric
2022-11-21 13:06:00,177 DEBUG   SenderThread:897796 [sender.py:send():303] send: telemetry
2022-11-21 13:06:00,177 DEBUG   SenderThread:897796 [sender.py:send():303] send: metric
2022-11-21 13:06:00,177 WARNING SenderThread:897796 [sender.py:send_metric():1127] Seen metric with glob (shouldn't happen)
2022-11-21 13:06:00,177 DEBUG   SenderThread:897796 [sender.py:send():303] send: config
2022-11-21 13:06:00,434 INFO    Thread-16 :897796 [upload_job.py:push():143] Uploaded file /tmp/tmpygo66q9twandb/3jba2hla-wandb-metadata.json
2022-11-21 13:06:00,768 DEBUG   SenderThread:897796 [sender.py:send():303] send: config
2022-11-21 13:06:00,837 DEBUG   HandlerThread:897796 [handler.py:handle_request():139] handle_request: log_artifact
2022-11-21 13:06:00,837 DEBUG   SenderThread:897796 [sender.py:send_request():317] send_request: log_artifact
2022-11-21 13:06:00,896 INFO    Thread-13 :897796 [dir_watcher.py:_on_file_created():275] file/dir created: /home/rustem/mlops/MLOPS/MLOps_test_source/MLOps_test_v1/outputs/2022-11-21/13-05-57/wandb/run-20221121_130559-1jc01wok/files/wandb-summary.json
2022-11-21 13:06:00,897 INFO    Thread-13 :897796 [dir_watcher.py:_on_file_created():275] file/dir created: /home/rustem/mlops/MLOPS/MLOps_test_source/MLOps_test_v1/outputs/2022-11-21/13-05-57/wandb/run-20221121_130559-1jc01wok/files/requirements.txt
2022-11-21 13:06:00,897 INFO    Thread-13 :897796 [dir_watcher.py:_on_file_created():275] file/dir created: /home/rustem/mlops/MLOPS/MLOps_test_source/MLOps_test_v1/outputs/2022-11-21/13-05-57/wandb/run-20221121_130559-1jc01wok/files/media/table/conf_table_0_69148e51d06ae603021f.table.json
