2022-11-21 11:52:22,184 INFO    StreamThr :885608 [internal.py:wandb_internal():88] W&B internal server running at pid: 885608, started at: 2022-11-21 11:52:22.183491
2022-11-21 11:52:22,188 DEBUG   HandlerThread:885608 [handler.py:handle_request():139] handle_request: status
2022-11-21 11:52:22,188 DEBUG   SenderThread:885608 [sender.py:send_request():317] send_request: status
2022-11-21 11:52:22,191 DEBUG   SenderThread:885608 [sender.py:send():303] send: header
2022-11-21 11:52:22,192 INFO    WriterThread:885608 [datastore.py:open_for_write():75] open: /home/rustem/mlops/MLOPS/MLOps_test_source/MLOps_test_v1/outputs/2022-11-21/11-52-19/wandb/run-20221121_115222-1n4y0pu5/run-1n4y0pu5.wandb
2022-11-21 11:52:22,214 DEBUG   SenderThread:885608 [sender.py:send():303] send: run
2022-11-21 11:52:22,216 INFO    SenderThread:885608 [sender.py:_maybe_setup_resume():593] checking resume status for shaimarus/MLOps Basics/1n4y0pu5
2022-11-21 11:52:22,433 DEBUG   HandlerThread:885608 [handler.py:handle_request():139] handle_request: check_version
2022-11-21 11:52:22,435 INFO    SenderThread:885608 [dir_watcher.py:__init__():216] watching files in: /home/rustem/mlops/MLOPS/MLOps_test_source/MLOps_test_v1/outputs/2022-11-21/11-52-19/wandb/run-20221121_115222-1n4y0pu5/files
2022-11-21 11:52:22,435 INFO    SenderThread:885608 [sender.py:_start_run_threads():928] run started: 1n4y0pu5 with start time 1669031542.184611
2022-11-21 11:52:22,435 DEBUG   SenderThread:885608 [sender.py:send():303] send: summary
2022-11-21 11:52:22,435 INFO    SenderThread:885608 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-11-21 11:52:22,435 DEBUG   SenderThread:885608 [sender.py:send_request():317] send_request: check_version
2022-11-21 11:52:22,469 DEBUG   HandlerThread:885608 [handler.py:handle_request():139] handle_request: run_start
2022-11-21 11:52:22,471 DEBUG   HandlerThread:885608 [system_info.py:__init__():31] System info init
2022-11-21 11:52:22,471 DEBUG   HandlerThread:885608 [system_info.py:__init__():46] System info init done
2022-11-21 11:52:22,471 INFO    HandlerThread:885608 [system_monitor.py:start():150] Starting system monitor
2022-11-21 11:52:22,471 INFO    SystemMonitor:885608 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-11-21 11:52:22,471 INFO    HandlerThread:885608 [system_monitor.py:probe():168] Collecting system info
2022-11-21 11:52:22,472 INFO    SystemMonitor:885608 [interfaces.py:start():168] Started cpu
2022-11-21 11:52:22,473 DEBUG   HandlerThread:885608 [system_info.py:probe():195] Probing system
2022-11-21 11:52:22,476 INFO    SystemMonitor:885608 [interfaces.py:start():168] Started disk
2022-11-21 11:52:22,477 INFO    SystemMonitor:885608 [interfaces.py:start():168] Started memory
2022-11-21 11:52:22,479 DEBUG   HandlerThread:885608 [system_info.py:_probe_git():180] Probing git
2022-11-21 11:52:22,483 INFO    SystemMonitor:885608 [interfaces.py:start():168] Started network
2022-11-21 11:52:22,492 DEBUG   HandlerThread:885608 [system_info.py:_probe_git():188] Probing git done
2022-11-21 11:52:22,492 DEBUG   HandlerThread:885608 [system_info.py:probe():241] Probing system done
