2022-11-21 11:06:51,670 INFO    StreamThr :876570 [internal.py:wandb_internal():88] W&B internal server running at pid: 876570, started at: 2022-11-21 11:06:51.669687
2022-11-21 11:06:51,674 DEBUG   HandlerThread:876570 [handler.py:handle_request():139] handle_request: status
2022-11-21 11:06:51,674 DEBUG   SenderThread:876570 [sender.py:send_request():317] send_request: status
2022-11-21 11:06:51,678 DEBUG   SenderThread:876570 [sender.py:send():303] send: header
2022-11-21 11:06:51,678 INFO    WriterThread:876570 [datastore.py:open_for_write():75] open: /home/rustem/mlops/MLOPS/MLOps_test_source/MLOps_test_v1/outputs/2022-11-21/11-06-49/wandb/run-20221121_110651-1fyaeu7j/run-1fyaeu7j.wandb
2022-11-21 11:06:51,680 DEBUG   SenderThread:876570 [sender.py:send():303] send: run
2022-11-21 11:06:51,683 INFO    SenderThread:876570 [sender.py:_maybe_setup_resume():593] checking resume status for shaimarus/MLOps Basics/1fyaeu7j
2022-11-21 11:06:51,891 DEBUG   HandlerThread:876570 [handler.py:handle_request():139] handle_request: check_version
2022-11-21 11:06:51,893 INFO    SenderThread:876570 [dir_watcher.py:__init__():216] watching files in: /home/rustem/mlops/MLOPS/MLOps_test_source/MLOps_test_v1/outputs/2022-11-21/11-06-49/wandb/run-20221121_110651-1fyaeu7j/files
2022-11-21 11:06:51,893 INFO    SenderThread:876570 [sender.py:_start_run_threads():928] run started: 1fyaeu7j with start time 1669028811.671734
2022-11-21 11:06:51,893 DEBUG   SenderThread:876570 [sender.py:send():303] send: summary
2022-11-21 11:06:51,893 INFO    SenderThread:876570 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-11-21 11:06:51,893 DEBUG   SenderThread:876570 [sender.py:send_request():317] send_request: check_version
2022-11-21 11:06:51,925 DEBUG   HandlerThread:876570 [handler.py:handle_request():139] handle_request: run_start
2022-11-21 11:06:51,927 DEBUG   HandlerThread:876570 [system_info.py:__init__():31] System info init
2022-11-21 11:06:51,927 DEBUG   HandlerThread:876570 [system_info.py:__init__():46] System info init done
2022-11-21 11:06:51,927 INFO    HandlerThread:876570 [system_monitor.py:start():150] Starting system monitor
2022-11-21 11:06:51,927 INFO    SystemMonitor:876570 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-11-21 11:06:51,927 INFO    HandlerThread:876570 [system_monitor.py:probe():168] Collecting system info
2022-11-21 11:06:51,928 DEBUG   HandlerThread:876570 [system_info.py:probe():195] Probing system
2022-11-21 11:06:51,933 INFO    SystemMonitor:876570 [interfaces.py:start():168] Started cpu
2022-11-21 11:06:51,933 INFO    SystemMonitor:876570 [interfaces.py:start():168] Started disk
2022-11-21 11:06:51,934 INFO    SystemMonitor:876570 [interfaces.py:start():168] Started memory
2022-11-21 11:06:51,935 DEBUG   HandlerThread:876570 [system_info.py:_probe_git():180] Probing git
2022-11-21 11:06:51,939 INFO    SystemMonitor:876570 [interfaces.py:start():168] Started network
2022-11-21 11:06:51,941 DEBUG   HandlerThread:876570 [system_info.py:_probe_git():188] Probing git done
2022-11-21 11:06:51,941 DEBUG   HandlerThread:876570 [system_info.py:probe():241] Probing system done
2022-11-21 11:06:51,941 DEBUG   HandlerThread:876570 [system_monitor.py:probe():177] {'os': 'Linux-5.15.0-1019-aws-x86_64-with-glibc2.31', 'python': '3.9.12', 'heartbeatAt': '2022-11-21T11:06:51.928968', 'startedAt': '2022-11-21T11:06:51.657180', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/rustem/mlops/MLOPS/MLOps_test_source/MLOps_test_v1/train.py', 'codePath': 'train.py', 'git': {'remote': None, 'commit': None}, 'email': 'shaimarus@gmail.com', 'root': '/home/rustem/mlops/MLOPS/MLOps_test_source/MLOps_test_v1', 'host': 'ip-172-40-25-123', 'username': 'rustem', 'executable': '/home/rustem/mlops/MLOPS/MLOps_test_source/mlops_test/bin/python', 'cpu_count': 1, 'cpu_count_logical': 2, 'cpu_freq': {'current': 2500.004, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2500.004, 'min': 0.0, 'max': 0.0}, {'current': 2500.004, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 96.73210144042969, 'used': 28.72214126586914}, 'memory': {'total': 7.664058685302734}}
2022-11-21 11:06:51,942 INFO    HandlerThread:876570 [system_monitor.py:probe():178] Finished collecting system info
2022-11-21 11:06:51,942 INFO    HandlerThread:876570 [system_monitor.py:probe():181] Publishing system info
2022-11-21 11:06:51,942 DEBUG   HandlerThread:876570 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2022-11-21 11:06:51,942 DEBUG   HandlerThread:876570 [system_info.py:_save_pip():67] Saving pip packages done
2022-11-21 11:06:51,942 INFO    HandlerThread:876570 [system_monitor.py:probe():183] Finished publishing system info
2022-11-21 11:06:51,999 DEBUG   SenderThread:876570 [sender.py:send():303] send: files
2022-11-21 11:06:51,999 INFO    SenderThread:876570 [sender.py:_save_file():1171] saving file wandb-metadata.json with policy now
2022-11-21 11:06:52,007 DEBUG   HandlerThread:876570 [handler.py:handle_request():139] handle_request: stop_status
2022-11-21 11:06:52,007 DEBUG   SenderThread:876570 [sender.py:send_request():317] send_request: stop_status
2022-11-21 11:06:52,072 DEBUG   SenderThread:876570 [sender.py:send():303] send: telemetry
2022-11-21 11:06:52,073 DEBUG   SenderThread:876570 [sender.py:send():303] send: metric
2022-11-21 11:06:52,073 DEBUG   SenderThread:876570 [sender.py:send():303] send: telemetry
2022-11-21 11:06:52,073 DEBUG   SenderThread:876570 [sender.py:send():303] send: metric
2022-11-21 11:06:52,073 WARNING SenderThread:876570 [sender.py:send_metric():1127] Seen metric with glob (shouldn't happen)
2022-11-21 11:06:52,074 DEBUG   SenderThread:876570 [sender.py:send():303] send: config
2022-11-21 11:06:52,361 INFO    Thread-16 :876570 [upload_job.py:push():143] Uploaded file /tmp/tmpddjropdlwandb/11gnnbsc-wandb-metadata.json
2022-11-21 11:06:52,739 DEBUG   SenderThread:876570 [sender.py:send():303] send: config
2022-11-21 11:06:52,808 DEBUG   HandlerThread:876570 [handler.py:handle_request():139] handle_request: log_artifact
2022-11-21 11:06:52,808 DEBUG   SenderThread:876570 [sender.py:send_request():317] send_request: log_artifact
2022-11-21 11:06:52,895 INFO    Thread-13 :876570 [dir_watcher.py:_on_file_created():275] file/dir created: /home/rustem/mlops/MLOPS/MLOps_test_source/MLOps_test_v1/outputs/2022-11-21/11-06-49/wandb/run-20221121_110651-1fyaeu7j/files/requirements.txt
2022-11-21 11:06:52,895 INFO    Thread-13 :876570 [dir_watcher.py:_on_file_created():275] file/dir created: /home/rustem/mlops/MLOPS/MLOps_test_source/MLOps_test_v1/outputs/2022-11-21/11-06-49/wandb/run-20221121_110651-1fyaeu7j/files/media/table/conf_table_0_be5b9890b94badb778f3.table.json
2022-11-21 11:06:52,895 INFO    Thread-13 :876570 [dir_watcher.py:_on_file_created():275] file/dir created: /home/rustem/mlops/MLOPS/MLOps_test_source/MLOps_test_v1/outputs/2022-11-21/11-06-49/wandb/run-20221121_110651-1fyaeu7j/files/output.log
